id,event,date
198,E,2024-07-18
199,B,2024-01-19
199,C,2024-04-18
199,A,2024-07-17
200,B,2024-01-07
200,F,2024-02-12
200,G,2024-03-19
200,C,2024-04-24
200,F,2024-05-30
200,E,2024-07-05
201,C,2024-01-06
201,B,2024-02-05
201,E,2024-03-06
201,C,2024-04-05
201,F,2024-05-05
201,A,2024-06-04
201,G,2024-07-04
202,G,2024-01-19
202,E,2024-02-24
202,F,2024-03-31
202,A,2024-05-06
202,F,2024-06-11
202,B,2024-07-17
203,C,2024-01-02
203,C,2024-04-01
203,E,2024-06-30
204,A,2024-01-11
204,C,2024-04-10
204,E,2024-07-09
205,A,2024-01-22
205,C,2024-04-21
205,G,2024-07-20
206,C,2024-01-14
206,A,2024-02-28
206,A,2024-04-13
206,G,2024-05-28
206,F,2024-07-12
207,B,2024-01-17
207,A,2024-02-06
207,G,2024-02-26
207,A,2024-03-17
207,A,2024-04-06
207,F,2024-04-26
207,F,2024-05-16
207,E,2024-06-05
207,A,2024-06-25
207,A,2024-07-15
208,G,2024-01-11
208,F,2024-02-16
208,C,2024-03-23
208,C,2024-04-28
208,D,2024-06-03
208,E,2024-07-09
209,D,2024-01-09
209,D,2024-02-08
209,F,2024-03-09
209,A,2024-04-08
209,C,2024-05-08
209,C,2024-06-07
209,D,2024-07-07
210,E,2024-01-01
210,B,2024-01-26
210,C,2024-02-21
210,G,2024-03-18
210,D,2024-04-12
210,G,2024-05-08
210,B,2024-06-03
210,D,2024-06-29
211,B,2024-01-05
211,A,2024-04-04
211,G,2024-07-03
212,C,2024-01-18
212,A,2024-02-23
212,E,2024-03-30
212,G,2024-05-05
212,G,2024-06-10
212,B,2024-07-16
213,F,2024-01-23
213,A,2024-02-28
213,D,2024-04-04
213,A,2024-05-10
213,C,2024-06-15
213,G,2024-07-21
214,A,2024-01-06
214,D,2024-01-26
214,G,2024-02-15
214,A,2024-03-06
214,F,2024-03-26
214,B,2024-04-15
214,B,2024-05-05
214,A,2024-05-25
214,B,2024-06-14
214,A,2024-07-04
215,F,2024-01-03
215,A,2024-01-23
215,C,2024-02-12
215,F,2024-03-03
215,C,2024-03-23
215,D,2024-04-12
215,A,2024-05-02
215,A,2024-05-22
215,G,2024-06-11
215,A,2024-07-01
216,C,2024-01-30
216,C,2024-02-29
216,G,2024-03-30
216,A,2024-04-29
216,G,2024-05-29
216,F,2024-06-28
216,D,2024-07-28
217,C,2024-01-27
217,G,2024-02-18
217,B,2024-03-12
217,B,2024-04-03
217,A,2024-04-26
217,C,2024-05-18
217,D,2024-06-10
217,F,2024-07-02
217,E,2024-07-25
218,E,2024-01-22
218,C,2024-02-13
218,B,2024-03-07
218,B,2024-03-29
218,C,2024-04-21
218,E,2024-05-13
218,E,2024-06-05
218,F,2024-06-27
218,D,2024-07-20
219,F,2024-01-26
219,G,2024-02-20
219,D,2024-03-17
219,B,2024-04-12
219,C,2024-05-07
219,E,2024-06-02
219,G,2024-06-28
219,F,2024-07-24
220,B,2024-01-10
220,C,2024-03-10
220,A,2024-05-09
220,G,2024-07-08
221,C,2024-01-26
221,B,2024-02-25
221,A,2024-03-26
221,B,2024-04-25
221,B,2024-05-25
221,A,2024-06-24
221,A,2024-07-24
222,C,2024-01-10
222,D,2024-02-01
222,D,2024-02-24
222,F,2024-03-17
222,A,2024-04-09
222,G,2024-05-01
222,A,2024-05-24
222,G,2024-06-15
222,D,2024-07-08
223,B,2024-01-15
223,E,2024-03-15
223,C,2024-05-14
223,F,2024-07-13
224,F,2024-01-14
224,C,2024-02-13
224,D,2024-03-14
224,B,2024-04-13
224,A,2024-05-13
224,E,2024-06-12
224,D,2024-07-12
225,B,2024-01-15
225,F,2024-04-14
225,A,2024-07-13
226,B,2024-01-06
226,F,2024-01-26
226,F,2024-02-15
226,G,2024-03-06
226,E,2024-03-26
226,B,2024-04-15
226,C,2024-05-05
226,D,2024-05-25
226,B,2024-06-14
226,E,2024-07-04
227,E,2024-01-13
227,B,2024-04-12
227,D,2024-07-11
228,B,2024-01-02
228,G,2024-02-16
228,D,2024-04-01
228,B,2024-05-16
228,B,2024-06-30
229,E,2024-01-10
229,F,2024-02-09
229,B,2024-03-10
229,B,2024-04-09
229,A,2024-05-09
229,D,2024-06-08
229,B,2024-07-08
230,D,2024-01-13
230,E,2024-04-12
230,C,2024-07-11
231,D,2024-01-31
231,C,2024-02-25
231,A,2024-03-22
231,E,2024-04-17
231,F,2024-05-12
231,E,2024-06-07
231,B,2024-07-03
231,G,2024-07-29
232,B,2024-01-12
232,A,2024-02-01
232,C,2024-02-21
232,F,2024-03-12
232,A,2024-04-01
232,F,2024-04-21
232,A,2024-05-11
232,D,2024-05-31
232,F,2024-06-20
232,E,2024-07-10
233,E,2024-01-03
233,D,2024-01-28
233,C,2024-02-23
233,G,2024-03-20
233,B,2024-04-14
233,D,2024-05-10
233,C,2024-06-05
233,D,2024-07-01
234,D,2024-01-07
234,E,2024-02-01
234,G,2024-02-27
234,G,2024-03-24
234,D,2024-04-18
234,D,2024-05-14
234,D,2024-06-09
234,C,2024-07-05
235,B,2024-01-22
235,F,2024-02-21
235,D,2024-03-22
235,F,2024-04-21
235,C,2024-05-21
235,B,2024-06-20
235,A,2024-07-20
236,B,2024-01-27
236,B,2024-03-27
236,D,2024-05-26
236,G,2024-07-25
237,C,2024-01-14
237,G,2024-04-13
237,B,2024-07-12
238,A,2024-01-07
238,A,2024-02-06
238,B,2024-03-07
238,C,2024-04-06
238,D,2024-05-06
238,G,2024-06-05
238,A,2024-07-05
239,E,2024-01-18
239,C,2024-02-17
239,F,2024-03-18
239,A,2024-04-17
239,A,2024-05-17
239,C,2024-06-16
239,C,2024-07-16
240,C,2024-01-03
240,B,2024-02-02
240,E,2024-03-03
240,D,2024-04-02
240,A,2024-05-02
240,A,2024-06-01
240,B,2024-07-01
241,F,2024-01-16
241,F,2024-03-16
241,E,2024-05-15
241,B,2024-07-14
242,E,2024-01-22
242,F,2024-02-21
242,C,2024-03-22
242,E,2024-04-21
242,G,2024-05-21
242,G,2024-06-20
242,B,2024-07-20
243,F,2024-01-12
243,F,2024-02-17
243,E,2024-03-24
243,D,2024-04-29
243,B,2024-06-04
243,B,2024-07-10
244,G,2024-01-03
244,D,2024-01-23
244,F,2024-02-12
244,E,2024-03-03
244,C,2024-03-23
244,D,2024-04-12
244,F,2024-05-02
244,C,2024-05-22
244,E,2024-06-11
244,D,2024-07-01
245,A,2024-01-04
245,B,2024-03-04
245,G,2024-05-03
245,A,2024-07-02
246,D,2024-01-23
246,C,2024-04-22
246,F,2024-07-21
247,F,2024-01-06
247,C,2024-03-06
247,F,2024-05-05
247,B,2024-07-04
248,G,2024-01-21
248,A,2024-02-20
248,G,2024-03-21
248,E,2024-04-20
248,B,2024-05-20
248,D,2024-06-19
248,G,2024-07-19
249,G,2024-01-18
249,B,2024-03-18
249,D,2024-05-17
249,C,2024-07-16
250,C,2024-01-20
250,G,2024-03-05
250,A,2024-04-19
250,D,2024-06-03
250,B,2024-07-18
251,D,2024-01-20
251,B,2024-02-25
251,E,2024-04-01
251,B,2024-05-07
251,A,2024-06-12
251,G,2024-07-18
252,E,2024-01-27
252,F,2024-03-12
252,E,2024-04-26
252,B,2024-06-10
252,G,2024-07-25
253,F,2024-01-03
253,B,2024-04-02
253,D,2024-07-01
254,G,2024-01-19
254,F,2024-03-04
254,G,2024-04-18
254,F,2024-06-02
254,A,2024-07-17
255,E,2024-01-08
255,G,2024-02-07
255,D,2024-03-08
255,D,2024-04-07
255,C,2024-05-07
255,C,2024-06-06
255,C,2024-07-06
256,C,2024-01-28
256,C,2024-02-27
256,G,2024-03-28
256,F,2024-04-27
256,F,2024-05-27
256,D,2024-06-26
256,D,2024-07-26
257,G,2024-01-21
257,F,2024-02-20
257,C,2024-03-21
257,F,2024-04-20
257,F,2024-05-20
257,C,2024-06-19
257,D,2024-07-19
258,F,2024-01-31
258,G,2024-02-20
258,G,2024-03-11
258,D,2024-03-31
258,G,2024-04-20
258,G,2024-05-10
258,D,2024-05-30
258,B,2024-06-19
258,C,2024-07-09
258,C,2024-07-29
259,C,2024-01-22
259,E,2024-02-27
259,D,2024-04-03
259,D,2024-05-09
259,B,2024-06-14
259,B,2024-07-20
260,G,2024-01-02
260,E,2024-02-16
260,C,2024-04-01
260,B,2024-05-16
260,D,2024-06-30
261,B,2024-01-31
261,C,2024-03-07
261,B,2024-04-12
261,C,2024-05-18
261,B,2024-06-23
261,A,2024-07-29
262,A,2024-01-23
262,G,2024-02-17
262,B,2024-03-14
262,E,2024-04-09
262,G,2024-05-04
262,F,2024-05-30
262,E,2024-06-25
262,E,2024-07-21
263,F,2024-01-12
263,A,2024-02-26
263,D,2024-04-11
263,D,2024-05-26
263,C,2024-07-10
264,F,2024-01-12
264,B,2024-02-26
264,G,2024-04-11
264,D,2024-05-26
264,E,2024-07-10
265,B,2024-01-27
265,D,2024-02-21
265,E,2024-03-18
265,D,2024-04-13
265,G,2024-05-08
265,E,2024-06-03
265,C,2024-06-29
265,D,2024-07-25
266,B,2024-01-22
266,C,2024-02-21
266,D,2024-03-22
266,B,2024-04-21
266,D,2024-05-21
266,A,2024-06-20
266,E,2024-07-20
267,D,2024-01-21
267,G,2024-03-06
267,C,2024-04-20
267,A,2024-06-04
267,E,2024-07-19
268,C,2024-01-05
268,B,2024-01-30
268,G,2024-02-25
268,F,2024-03-22
268,B,2024-04-16
268,D,2024-05-12
268,G,2024-06-07
268,C,2024-07-03
269,F,2024-01-26
269,F,2024-03-11
269,D,2024-04-25
269,B,2024-06-09
269,C,2024-07-24
270,F,2024-01-10
270,C,2024-03-10
270,G,2024-05-09
270,F,2024-07-08
271,F,2024-01-28
271,A,2024-03-28
271,C,2024-05-27
271,F,2024-07-26
272,B,2024-01-12
272,F,2024-02-11
272,C,2024-03-12
272,C,2024-04-11
272,E,2024-05-11
272,C,2024-06-10
272,C,2024-07-10
273,E,2024-01-17
273,D,2024-03-17
273,A,2024-05-16
273,G,2024-07-15
274,D,2024-01-28
274,B,2024-04-27
274,G,2024-07-26
275,D,2024-01-03
275,C,2024-01-28
275,B,2024-02-23
275,B,2024-03-20
275,G,2024-04-14
275,G,2024-05-10
275,G,2024-06-05
275,E,2024-07-01
276,F,2024-01-28
276,A,2024-02-19
276,B,2024-03-13
276,E,2024-04-04
276,F,2024-04-27
276,F,2024-05-19
276,C,2024-06-11
276,F,2024-07-03
276,G,2024-07-26
277,A,2024-01-09
277,A,2024-01-29
277,A,2024-02-18
277,B,2024-03-09
277,A,2024-03-29
277,B,2024-04-18
277,A,2024-05-08
277,B,2024-05-28
277,G,2024-06-17
277,B,2024-07-07
278,D,2024-01-27
278,F,2024-04-26
278,E,2024-07-25
279,D,2024-01-07
279,G,2024-03-07
279,F,2024-05-06
279,G,2024-07-05
280,D,2024-01-28
280,D,2024-02-19
280,C,2024-03-13
280,B,2024-04-04
280,B,2024-04-27
280,B,2024-05-19
280,B,2024-06-11
280,B,2024-07-03
280,B,2024-07-26
281,D,2024-01-15
281,C,2024-02-09
281,E,2024-03-06
281,A,2024-04-01
281,A,2024-04-26
281,B,2024-05-22
281,B,2024-06-17
281,A,2024-07-13
282,D,2024-01-24
282,F,2024-02-29
282,D,2024-04-05
282,B,2024-05-11
282,D,2024-06-16
282,F,2024-07-22
283,B,2024-01-14
283,E,2024-02-13
283,G,2024-03-14
283,G,2024-04-13
283,A,2024-05-13
283,G,2024-06-12
283,D,2024-07-12
284,A,2024-01-28
284,A,2024-02-19
284,G,2024-03-13
284,C,2024-04-04
284,A,2024-04-27
284,D,2024-05-19
284,E,2024-06-11
284,G,2024-07-03
284,C,2024-07-26
285,B,2024-01-26
285,B,2024-03-26
285,F,2024-05-25
285,B,2024-07-24
286,F,2024-01-12
286,E,2024-04-11
286,F,2024-07-10
287,F,2024-01-25
287,C,2024-02-24
287,E,2024-03-25
287,B,2024-04-24
287,C,2024-05-24
287,E,2024-06-23
287,C,2024-07-23
288,B,2024-01-10
288,A,2024-03-10
288,D,2024-05-09
288,B,2024-07-08
289,C,2024-01-09
289,A,2024-01-29
289,B,2024-02-18
289,D,2024-03-09
289,G,2024-03-29
289,A,2024-04-18
289,E,2024-05-08
289,A,2024-05-28
289,G,2024-06-17
289,D,2024-07-07
290,G,2024-01-21
290,E,2024-02-20
290,C,2024-03-21
290,G,2024-04-20
290,F,2024-05-20
290,A,2024-06-19
290,C,2024-07-19
291,D,2024-01-03
291,F,2024-03-03
291,C,2024-05-02
291,F,2024-07-01
292,F,2024-01-05
292,B,2024-03-05
292,D,2024-05-04
292,C,2024-07-03
293,E,2024-01-21
293,D,2024-03-06
293,G,2024-04-20
293,D,2024-06-04
293,E,2024-07-19
294,B,2024-01-31
294,F,2024-03-07
294,D,2024-04-12
294,F,2024-05-18
294,C,2024-06-23
294,E,2024-07-29
295,B,2024-01-04
295,F,2024-01-29
295,C,2024-02-24
295,F,2024-03-21
295,B,2024-04-15
295,A,2024-05-11
295,F,2024-06-06
295,F,2024-07-02
296,F,2024-01-31
296,D,2024-03-07
296,E,2024-04-12
296,B,2024-05-18
296,F,2024-06-23
296,C,2024-07-29
297,F,2024-01-12
297,D,2024-02-01
297,E,2024-02-21
297,G,2024-03-12
297,G,2024-04-01
297,D,2024-04-21
297,C,2024-05-11
297,C,2024-05-31
297,E,2024-06-20
297,E,2024-07-10
298,E,2024-01-26
298,G,2024-02-17
298,E,2024-03-11
298,G,2024-04-02
298,G,2024-04-25
298,G,2024-05-17
298,A,2024-06-09
298,A,2024-07-01
298,G,2024-07-24
299,G,2024-01-16
299,E,2024-03-16
299,F,2024-05-15
299,B,2024-07-14
300,C,2024-01-26
300,F,2024-03-02
300,D,2024-04-07
300,B,2024-05-13
300,D,2024-06-18
300,A,2024-07-24
301,G,2024-01-10
301,C,2024-02-15
301,G,2024-03-22
301,E,2024-04-27
301,B,2024-06-02
301,F,2024-07-08
302,C,2024-01-22
302,E,2024-02-16
302,D,2024-03-13
302,G,2024-04-08
302,C,2024-05-03
302,A,2024-05-29
302,B,2024-06-24
302,B,2024-07-20
303,E,2024-01-30
303,C,2024-02-29
303,E,2024-03-30
303,F,2024-04-29
303,A,2024-05-29
303,C,2024-06-28
303,B,2024-07-28
304,B,2024-01-03
304,D,2024-04-02
304,F,2024-07-01
305,A,2024-01-31
305,E,2024-04-30
305,D,2024-07-29
306,B,2024-01-06
306,G,2024-01-31
306,F,2024-02-26
306,G,2024-03-23
306,A,2024-04-17
306,C,2024-05-13
306,F,2024-06-08
306,E,2024-07-04
307,E,2024-01-23
307,E,2024-02-17
307,E,2024-03-14
307,C,2024-04-09
307,A,2024-05-04
307,A,2024-05-30
307,A,2024-06-25
307,E,2024-07-21
308,A,2024-01-02
308,F,2024-01-24
308,G,2024-02-16
308,C,2024-03-09
308,G,2024-04-01
308,B,2024-04-23
308,G,2024-05-16
308,C,2024-06-07
308,D,2024-06-30
309,B,2024-01-24
309,C,2024-02-13
309,G,2024-03-04
309,A,2024-03-24
309,F,2024-04-13
309,F,2024-05-03
309,C,2024-05-23
309,A,2024-06-12
309,F,2024-07-02
309,B,2024-07-22
310,E,2024-01-27
310,E,2024-02-21
310,D,2024-03-18
310,E,2024-04-13
310,G,2024-05-08
310,E,2024-06-03
310,D,2024-06-29
310,G,2024-07-25
311,B,2024-01-04
311,E,2024-02-09
311,E,2024-03-16
311,D,2024-04-21
311,E,2024-05-27
311,E,2024-07-02
312,G,2024-01-13
312,B,2024-02-12
312,B,2024-03-13
312,F,2024-04-12
312,D,2024-05-12
312,G,2024-06-11
312,G,2024-07-11
313,D,2024-01-16
313,E,2024-02-15
313,G,2024-03-16
313,E,2024-04-15
313,E,2024-05-15
313,B,2024-06-14
313,F,2024-07-14
314,C,2024-01-24
314,B,2024-04-23
314,E,2024-07-22
315,F,2024-01-17
315,D,2024-02-06
315,D,2024-02-26
315,B,2024-03-17
315,G,2024-04-06
315,B,2024-04-26
315,F,2024-05-16
315,B,2024-06-05
315,C,2024-06-25
315,D,2024-07-15
316,E,2024-01-29
316,E,2024-02-18
316,C,2024-03-09
316,E,2024-03-29
316,E,2024-04-18
316,D,2024-05-08
316,E,2024-05-28
316,B,2024-06-17
316,D,2024-07-07
316,E,2024-07-27
317,F,2024-01-25
317,B,2024-02-16
317,E,2024-03-10
317,A,2024-04-01
317,F,2024-04-24
317,B,2024-05-16
317,E,2024-06-08
317,G,2024-06-30
317,A,2024-07-23
318,G,2024-01-28
318,B,2024-03-28
318,E,2024-05-27
318,D,2024-07-26
319,G,2024-01-02
319,B,2024-01-22
319,D,2024-02-11
319,B,2024-03-02
319,B,2024-03-22
319,C,2024-04-11
319,D,2024-05-01
319,E,2024-05-21
319,E,2024-06-10
319,G,2024-06-30
320,F,2024-01-01
320,A,2024-01-23
320,D,2024-02-15
320,B,2024-03-08
320,C,2024-03-31
320,F,2024-04-22
320,D,2024-05-15
320,A,2024-06-06
320,B,2024-06-29
321,F,2024-01-13
321,B,2024-02-12
321,C,2024-03-13
321,A,2024-04-12
321,A,2024-05-12
321,G,2024-06-11
321,D,2024-07-11
322,D,2024-01-17
322,B,2024-03-17
322,A,2024-05-16
322,A,2024-07-15
323,F,2024-01-24
323,A,2024-04-23
323,D,2024-07-22
324,B,2024-01-16
324,G,2024-04-15
324,B,2024-07-14
325,G,2024-01-05
325,A,2024-03-05
325,E,2024-05-04
325,B,2024-07-03
326,A,2024-01-01
326,B,2024-01-31
326,A,2024-03-01
326,B,2024-03-31
326,E,2024-04-30
326,D,2024-05-30
326,F,2024-06-29
327,B,2024-01-23
327,D,2024-03-08
327,B,2024-04-22
327,C,2024-06-06
327,G,2024-07-21
328,F,2024-01-14
328,D,2024-04-13
328,F,2024-07-12
329,B,2024-01-09
329,F,2024-01-29
329,D,2024-02-18
329,F,2024-03-09
329,B,2024-03-29
329,E,2024-04-18
329,E,2024-05-08
329,B,2024-05-28
329,B,2024-06-17
329,E,2024-07-07
330,B,2024-01-24
330,G,2024-02-23
330,A,2024-03-24
330,B,2024-04-23
330,E,2024-05-23
330,D,2024-06-22
330,D,2024-07-22
331,B,2024-01-21
331,A,2024-04-20
331,E,2024-07-19
332,F,2024-01-24
332,C,2024-02-29
332,A,2024-04-05
332,B,2024-05-11
332,F,2024-06-16
332,F,2024-07-22
333,F,2024-01-14
333,A,2024-04-13
333,B,2024-07-12
334,D,2024-01-15
334,B,2024-02-04
334,F,2024-02-24
334,B,2024-03-15
334,G,2024-04-04
334,G,2024-04-24
334,A,2024-05-14
334,F,2024-06-03
334,B,2024-06-23
334,F,2024-07-13
335,D,2024-01-31
335,D,2024-03-16
335,F,2024-04-30
335,C,2024-06-14
335,D,2024-07-29
336,B,2024-01-30
336,F,2024-04-29
336,A,2024-07-28
337,F,2024-01-03
337,G,2024-04-02
337,A,2024-07-01
338,E,2024-01-03
338,C,2024-01-28
338,A,2024-02-23
338,B,2024-03-20
338,G,2024-04-14
338,F,2024-05-10
338,F,2024-06-05
338,C,2024-07-01
339,C,2024-01-17
339,E,2024-03-17
339,B,2024-05-16
339,D,2024-07-15
340,F,2024-01-08
340,G,2024-01-30
340,A,2024-02-22
340,A,2024-03-15
340,A,2024-04-07
340,G,2024-04-29
340,C,2024-05-22
340,A,2024-06-13
340,D,2024-07-06
341,D,2024-01-30
341,F,2024-03-30
341,G,2024-05-29
341,F,2024-07-28
342,F,2024-01-17
342,C,2024-02-16
342,G,2024-03-17
342,F,2024-04-16
342,G,2024-05-16
342,G,2024-06-15
342,B,2024-07-15
343,B,2024-01-20
343,C,2024-02-19
343,C,2024-03-20
343,B,2024-04-19
343,D,2024-05-19
343,C,2024-06-18
343,G,2024-07-18
344,F,2024-01-13
344,E,2024-02-12
344,A,2024-03-13
344,C,2024-04-12
344,E,2024-05-12
344,B,2024-06-11
344,C,2024-07-11
345,A,2024-01-22
345,E,2024-02-16
345,B,2024-03-13
345,G,2024-04-08
345,C,2024-05-03
345,E,2024-05-29
345,G,2024-06-24
345,F,2024-07-20
346,G,2024-01-08
346,C,2024-02-13
346,F,2024-03-20
346,D,2024-04-25
346,B,2024-05-31
346,F,2024-07-06
347,E,2024-01-11
347,A,2024-02-10
347,E,2024-03-11
347,B,2024-04-10
347,G,2024-05-10
347,A,2024-06-09
347,C,2024-07-09
348,B,2024-01-11
348,C,2024-02-25
348,E,2024-04-10
348,B,2024-05-25
348,F,2024-07-09
349,B,2024-01-04
349,E,2024-01-26
349,D,2024-02-18
349,A,2024-03-11
349,F,2024-04-03
349,E,2024-04-25
349,G,2024-05-18
349,D,2024-06-09
349,G,2024-07-02
350,A,2024-01-15
350,E,2024-02-06
350,C,2024-02-29
350,A,2024-03-22
350,G,2024-04-14
350,B,2024-05-06
350,E,2024-05-29
350,F,2024-06-20
350,G,2024-07-13
351,B,2024-01-15
351,F,2024-02-29
351,C,2024-04-14
351,E,2024-05-29
351,D,2024-07-13
352,C,2024-01-15
352,C,2024-02-06
352,A,2024-02-29
352,F,2024-03-22
352,A,2024-04-14
352,B,2024-05-06
352,C,2024-05-29
352,A,2024-06-20
352,F,2024-07-13
353,B,2024-01-01
353,G,2024-02-06
353,F,2024-03-13
353,A,2024-04-18
353,D,2024-05-24
353,A,2024-06-29
354,E,2024-01-26
354,G,2024-03-11
354,D,2024-04-25
354,A,2024-06-09
354,A,2024-07-24
355,G,2024-01-27
355,C,2024-04-26
355,A,2024-07-25
356,A,2024-01-11
356,C,2024-02-05
356,A,2024-03-02
356,A,2024-03-28
356,E,2024-04-22
356,E,2024-05-18
356,G,2024-06-13
356,B,2024-07-09
357,A,2024-01-20
357,G,2024-02-11
357,A,2024-03-05
357,C,2024-03-27
357,F,2024-04-19
357,F,2024-05-11
357,D,2024-06-03
357,A,2024-06-25
357,G,2024-07-18
358,E,2024-01-31
358,A,2024-02-20
358,E,2024-03-11
358,D,2024-03-31
358,G,2024-04-20
358,G,2024-05-10
358,D,2024-05-30
358,F,2024-06-19
358,G,2024-07-09
358,B,2024-07-29
359,E,2024-01-04
359,E,2024-01-24
359,F,2024-02-13
359,D,2024-03-04
359,C,2024-03-24
359,B,2024-04-13
359,A,2024-05-03
359,E,2024-05-23
359,D,2024-06-12
359,B,2024-07-02
360,D,2024-01-05
360,E,2024-02-19
360,E,2024-04-04
360,A,2024-05-19
360,F,2024-07-03
361,A,2024-01-17
361,C,2024-03-17
361,A,2024-05-16
361,C,2024-07-15
362,C,2024-01-25
362,E,2024-03-01
362,D,2024-04-06
362,B,2024-05-12
362,D,2024-06-17
362,A,2024-07-23
363,G,2024-01-07
363,A,2024-02-01
363,D,2024-02-27
363,B,2024-03-24
363,D,2024-04-18
363,D,2024-05-14
363,B,2024-06-09
363,D,2024-07-05
364,A,2024-01-28
364,F,2024-03-28
364,C,2024-05-27
364,B,2024-07-26
365,B,2024-01-12
365,C,2024-03-12
365,G,2024-05-11
365,F,2024-07-10
366,E,2024-01-21
366,B,2024-02-20
366,D,2024-03-21
366,F,2024-04-20
366,F,2024-05-20
366,A,2024-06-19
366,E,2024-07-19
367,F,2024-01-08
367,E,2024-03-08
367,B,2024-05-07
367,B,2024-07-06
368,F,2024-01-13
368,A,2024-03-13
368,C,2024-05-12
368,F,2024-07-11
369,A,2024-01-26
369,D,2024-02-25
369,F,2024-03-26
369,A,2024-04-25
369,A,2024-05-25
369,G,2024-06-24
369,G,2024-07-24
370,F,2024-01-12
370,D,2024-03-12
370,C,2024-05-11
370,B,2024-07-10
371,F,2024-01-27
371,E,2024-02-21
371,E,2024-03-18
371,D,2024-04-13
371,F,2024-05-08
371,F,2024-06-03
371,D,2024-06-29
371,A,2024-07-25
372,A,2024-01-20
372,D,2024-02-09
372,D,2024-02-29
372,G,2024-03-20
372,E,2024-04-09
372,E,2024-04-29
372,F,2024-05-19
372,G,2024-06-08
372,A,2024-06-28
372,E,2024-07-18
373,C,2024-01-30
373,D,2024-03-15
373,B,2024-04-29
373,A,2024-06-13
373,D,2024-07-28
374,C,2024-01-31
374,G,2024-02-25
374,E,2024-03-22
374,E,2024-04-17
374,D,2024-05-12
374,C,2024-06-07
374,A,2024-07-03
374,A,2024-07-29
375,E,2024-01-11
375,D,2024-02-10
375,B,2024-03-11
375,E,2024-04-10
375,F,2024-05-10
375,D,2024-06-09
375,D,2024-07-09
376,C,2024-01-31
376,C,2024-04-30
376,F,2024-07-29
377,D,2024-01-07
377,B,2024-04-06
377,A,2024-07-05
378,D,2024-01-17
378,F,2024-03-17
378,A,2024-05-16
378,C,2024-07-15
379,D,2024-01-04
379,C,2024-03-04
379,B,2024-05-03
379,D,2024-07-02
380,B,2024-01-05
380,G,2024-04-04
380,F,2024-07-03
381,D,2024-01-31
381,A,2024-02-25
381,E,2024-03-22
381,F,2024-04-17
381,G,2024-05-12
381,A,2024-06-07
381,F,2024-07-03
381,A,2024-07-29
382,D,2024-01-10
382,F,2024-02-01
382,G,2024-02-24
382,G,2024-03-17
382,C,2024-04-09
382,D,2024-05-01
382,A,2024-05-24
382,C,2024-06-15
382,B,2024-07-08
383,A,2024-01-22
383,A,2024-02-13
383,F,2024-03-07
383,G,2024-03-29
383,F,2024-04-21
383,F,2024-05-13
383,E,2024-06-05
383,A,2024-06-27
383,G,2024-07-20
384,D,2024-01-16
384,B,2024-02-07
384,E,2024-03-01
384,D,2024-03-23
384,E,2024-04-15
384,A,2024-05-07
384,D,2024-05-30
384,G,2024-06-21
384,G,2024-07-14
385,C,2024-01-15
385,D,2024-02-09
385,B,2024-03-06
385,E,2024-04-01
385,B,2024-04-26
385,D,2024-05-22
385,F,2024-06-17
385,F,2024-07-13
386,G,2024-01-11
386,E,2024-01-31
386,F,2024-02-20
386,F,2024-03-11
386,D,2024-03-31
386,G,2024-04-20
386,G,2024-05-10
386,D,2024-05-30
386,D,2024-06-19
386,E,2024-07-09
387,C,2024-01-15
387,G,2024-04-14
387,F,2024-07-13
388,E,2024-01-19
388,G,2024-03-04
388,B,2024-04-18
388,A,2024-06-02
388,E,2024-07-17
389,D,2024-01-20
389,E,2024-03-20
389,D,2024-05-19
389,D,2024-07-18
390,E,2024-01-01
390,C,2024-02-15
390,A,2024-03-31
390,C,2024-05-15
390,D,2024-06-29
391,G,2024-01-06
391,D,2024-02-05
391,A,2024-03-06
391,F,2024-04-05
391,C,2024-05-05
391,G,2024-06-04
391,E,2024-07-04
392,B,2024-01-17
392,D,2024-04-16
392,D,2024-07-15
393,G,2024-01-07
393,B,2024-02-01
393,F,2024-02-27
393,G,2024-03-24
393,G,2024-04-18
393,G,2024-05-14
393,E,2024-06-09
393,B,2024-07-05
394,A,2024-01-01
394,C,2024-02-06
394,C,2024-03-13
394,F,2024-04-18
394,A,2024-05-24
394,D,2024-06-29
395,G,2024-01-25
395,D,2024-03-10
395,D,2024-04-24
395,A,2024-06-08
395,D,2024-07-23
396,F,2024-01-23
396,B,2024-03-08
396,B,2024-04-22
396,C,2024-06-06
396,D,2024-07-21
397,A,2024-01-29
397,A,2024-02-20
397,C,2024-03-14
397,F,2024-04-05
397,C,2024-04-28
397,F,2024-05-20
397,A,2024-06-12
397,E,2024-07-04
397,F,2024-07-27
398,C,2024-01-27
398,D,2024-03-12
398,E,2024-04-26
398,C,2024-06-10
398,E,2024-07-25
399,F,2024-01-05
399,A,2024-01-30
399,B,2024-02-25
399,E,2024-03-22
399,D,2024-04-16
399,C,2024-05-12
399,B,2024-06-07
399,A,2024-07-03
400,F,2024-01-06
400,G,2024-04-05
400,G,2024-07-04
401,F,2024-01-12
401,F,2024-02-11
401,D,2024-03-12
401,C,2024-04-11
401,G,2024-05-11
401,D,2024-06-10
401,E,2024-07-10
402,A,2024-01-03
402,G,2024-02-17
402,D,2024-04-02
402,D,2024-05-17
402,B,2024-07-01
403,A,2024-01-15
403,C,2024-02-09
